,statnNm,pos0,pos1,pos2,pos3,neg0,neg1,neg2,neg3
0,오사카우메다,0.06502947956323624,0.245640829205513,0.32667478919029236,0.3626548945903778,0.31019043922424316,0.2876107692718506,0.2984461188316345,0.10375264286994934
1,쥬소,0.10656736046075821,0.3276776075363159,0.29139283299446106,0.2743622064590454,0.28724271059036255,0.27951979637145996,0.39084160327911377,0.04239588603377342
2,미나미카타,0.0707271546125412,0.3786197006702423,0.23229019343852997,0.3183629810810089,0.11098850518465042,0.2433423548936844,0.4689232409000397,0.1767459213733673
3,소젠지,0.20434735715389252,0.3471343517303467,0.04209749400615692,0.4064207673072815,0.1931610107421875,0.0,0.6188850402832031,0.18472445011138916
4,아와지,0.12311756610870361,0.32696136832237244,0.22667984664440155,0.3232412040233612,0.2197081446647644,0.08249379694461823,0.6295570731163025,0.06824100762605667
5,카미신죠,0.0728580504655838,0.23281826078891754,0.42396458983421326,0.270359069108963,0.2179669439792633,0.1749866008758545,0.4412956237792969,0.16575081646442413
6,아이카와,0.08555175364017487,0.4485834240913391,0.08436217904090881,0.3815026581287384,0.06662268936634064,0.14385107159614563,0.7483104467391968,0.04121571406722069
7,쇼자쿠,0.17171326279640198,0.3860357403755188,0.28376534581184387,0.15848568081855774,0.24551600217819214,0.23032483458518982,0.4717836380004883,0.05237550660967827
8,셋쓰시,0.0,0.20810042321681976,0.10402452945709229,0.6808947920799255,0.0,0.0,0.9782383441925049,0.0
9,미나미이바라키,0.10436444729566574,0.370060533285141,0.04892675206065178,0.476648211479187,0.14085932075977325,0.1298511028289795,0.6945682168006897,0.03472131863236427
10,이바라키시,0.12031610310077667,0.3740386664867401,0.19452916085720062,0.3111160397529602,0.14696484804153442,0.17882321774959564,0.6329982876777649,0.04121365770697594
11,소지지,0.12418196350336075,0.0,0.4156772792339325,0.4511452913284302,0.07600879669189453,0.4220438599586487,0.4537093937397003,0.04823792353272438
12,돈다,0.26978743076324463,0.07160566002130508,0.31170088052749634,0.34690603613853455,0.22009414434432983,0.1313902586698532,0.3881472647190094,0.26036831736564636
13,타카쓰키시,0.0,0.31858935952186584,0.15244050323963165,0.5274248123168945,0.11003395915031433,0.08741141110658646,0.6214507222175598,0.18110394477844238
14,칸마키,0.3243069350719452,0.16545747220516205,0.19082386791706085,0.3194116950035095,0.19382917881011963,0.0,0.7986950278282166,0.0
15,미나세,0.3389858901500702,0.1515500694513321,0.14207962155342102,0.3673844039440155,0.2356986403465271,0.27343758940696716,0.48308560252189636,0.0
16,오야마자키,0.3046150505542755,0.080617755651474,0.1494463086128235,0.465320885181427,0.14795532822608948,0.19265501201152802,0.5440266132354736,0.11536304652690887
17,니시야마텐노잔,0.24767310917377472,0.26086512207984924,0.129991814494133,0.36146992444992065,0.2766508162021637,0.1510712206363678,0.45729732513427734,0.11498061567544937
18,나가오카텐진,0.18219350278377533,0.21347562968730927,0.15906260907649994,0.4452682137489319,0.1321219801902771,0.2509041726589203,0.5094999670982361,0.10747388750314713
19,니시무코,0.0,0.3288351595401764,0.15091092884540558,0.5116660594940186,0.43420249223709106,0.11332008242607117,0.4014551043510437,0.051022350788116455
20,히가시무코,0.09933023154735565,0.4865376651287079,0.17243333160877228,0.241698756814003,0.1106787845492363,0.06895477324724197,0.7439295053482056,0.07643693685531616
21,라쿠사이구치,0.32546311616897583,0.16856279969215393,0.13055457174777985,0.375419557094574,0.280064195394516,0.34195804595947266,0.30721205472946167,0.07076575607061386
22,카츠라,0.1535922884941101,0.46858760714530945,0.13188466429710388,0.24593541026115417,0.32299479842185974,0.27561983466148376,0.3651559352874756,0.03622948005795479
23,니시쿄고쿠,0.08970358967781067,0.28107333183288574,0.2628338932991028,0.3663891851902008,0.1253109574317932,0.1654689460992813,0.6398160457611084,0.06940404325723648
24,사이인,0.2093643844127655,0.2553865611553192,0.29296132922172546,0.24228769540786743,0.2088169902563095,0.1761881560087204,0.4667319357395172,0.14826293289661407
25,오미야,0.32020410895347595,0.2057459056377411,0.20282216370105743,0.2712278664112091,0.11006084084510803,0.13727807998657227,0.671251654624939,0.08140944689512253
26,카라스마,0.2073078602552414,0.20910346508026123,0.2770228385925293,0.30656588077545166,0.13840985298156738,0.3326250910758972,0.37787213921546936,0.15109290182590485
27,교토카와라마치,0.1279987096786499,0.3380955755710602,0.20622141659259796,0.32768428325653076,0.2668653428554535,0.16911564767360687,0.4212023615837097,0.1428166776895523
